Región,Productos seleccionados,Unidad de medida,Date,Price,product_id
GBA,Huevos de gallina,Docena,2023-04-01,744.62,44
GBA,Leche fresca entera sachet,Litro,2023-04-01,271.29,62
GBA,Aceite de girasol,"1,5 litros",2023-04-01,909.17,2
GBA,Pollo entero,kg,2023-04-01,774.33,80
GBA,Carne picada común,kg,2023-04-01,1097.26,20
GBA,Fideos secos tipo guisero,500 g,2023-04-01,247.65,32
GBA,Arroz blanco simple,kg,2023-04-01,269.86,8
GBA,Harina de trigo común,kg,2023-04-01,185.36,38
GBA,Pan francés,kg,2023-04-01,545.94,68
Noreste,Lavandina,1.000 cc,2023-04-01,211.36,57
Pampeana,Fideos secos tipo guisero,500 g,2023-04-01,248.84,35
Pampeana,Carne picada común,kg,2023-04-01,1212.53,23
GBA,Papa,kg,2023-04-01,240.82,74
Pampeana,Aceite de girasol,"1,5 litros",2023-04-01,995.23,5
Noreste,Azúcar,kg,2023-04-01,394.36,15
Pampeana,Pollo entero,kg,2023-04-01,813.27,83
Noreste,Papa,kg,2023-04-01,232.38,75
Noreste,Huevos de gallina,Docena,2023-04-01,660.38,45
Noreste,Leche fresca entera sachet,Litro,2023-04-01,302.1,63
Noreste,Aceite de girasol,"1,5 litros",2023-04-01,1123.36,3
Noreste,Carne picada común,kg,2023-04-01,1128.32,21
Noreste,Fideos secos tipo guisero,500 g,2023-04-01,219.87,33
Noreste,Arroz blanco simple,kg,2023-04-01,325.64,9
Noreste,Pollo entero,kg,2023-04-01,738.11,81
Pampeana,Huevos de gallina,Docena,2023-04-01,711.99,47
Noreste,Pan francés,kg,2023-04-01,423.31,69
Pampeana,Jabón de tocador,125 g,2023-04-01,213.07,53
Pampeana,Lavandina,1.000 cc,2023-04-01,193.46,59
Pampeana,Detergente líquido,750 cc,2023-04-01,283.87,29
Pampeana,Azúcar,kg,2023-04-01,384.78,17
Pampeana,Papa,kg,2023-04-01,247.0,77
Noreste,Harina de trigo común,kg,2023-04-01,213.89,39
Pampeana,Leche fresca entera sachet,Litro,2023-04-01,288.83,65
Noroeste,Jabón de tocador,125 g,2023-05-01,214.75,52
Cuyo,Pan francés,kg,2023-05-01,442.99,67
Cuyo,Harina de trigo común,kg,2023-05-01,200.62,37
Cuyo,Pollo entero,kg,2023-05-01,745.39,79
Cuyo,Fideos secos tipo guisero,500 g,2023-05-01,257.25,31
Cuyo,Carne picada común,kg,2023-05-01,1141.3,19
Noroeste,Lavandina,1.000 cc,2023-05-01,217.48,58
Cuyo,Arroz blanco simple,kg,2023-05-01,373.97,7
Noroeste,Detergente líquido,750 cc,2023-05-01,307.25,28
Noroeste,Arroz blanco simple,kg,2023-05-01,382.07,10
Noroeste,Papa,kg,2023-05-01,202.5,76
Noroeste,Huevos de gallina,Docena,2023-05-01,742.78,46
Noroeste,Leche fresca entera sachet,Litro,2023-05-01,319.65,64
Noroeste,Aceite de girasol,"1,5 litros",2023-05-01,1042.46,4
Noroeste,Pollo entero,kg,2023-05-01,715.22,82
Noroeste,Carne picada común,kg,2023-05-01,1252.21,22
Noroeste,Fideos secos tipo guisero,500 g,2023-05-01,238.01,34
Cuyo,Aceite de girasol,"1,5 litros",2023-05-01,993.22,1
Noroeste,Azúcar,kg,2023-05-01,467.54,16
Cuyo,Leche fresca entera sachet,Litro,2023-05-01,351.32,61
Patagonia,Jabón de tocador,125 g,2023-05-01,229.81,54
Cuyo,Papa,kg,2023-05-01,271.13,73
Noroeste,Harina de trigo común,kg,2023-05-01,216.66,40
Patagonia,Lavandina,1.000 cc,2023-05-01,213.94,60
Patagonia,Detergente líquido,750 cc,2023-05-01,533.14,30
Patagonia,Azúcar,kg,2023-05-01,412.35,18
Patagonia,Papa,kg,2023-05-01,339.01,78
Patagonia,Huevos de gallina,Docena,2023-05-01,881.59,48
Patagonia,Leche fresca entera sachet,Litro,2023-05-01,331.75,66
Patagonia,Aceite de girasol,"1,5 litros",2023-05-01,912.84,6
Cuyo,Huevos de gallina,Docena,2023-05-01,851.93,43
Patagonia,Pollo entero,kg,2023-05-01,790.18,84
Patagonia,Fideos secos tipo guisero,500 g,2023-05-01,296.46,36
Patagonia,Arroz blanco simple,kg,2023-05-01,363.65,12
Patagonia,Harina de trigo común,kg,2023-05-01,220.43,42
Patagonia,Pan francés,kg,2023-05-01,536.01,72
Cuyo,Jabón de tocador,125 g,2023-05-01,227.33,49
Cuyo,Lavandina,1.000 cc,2023-05-01,213.38,55
Cuyo,Detergente líquido,750 cc,2023-05-01,287.73,25
Cuyo,Azúcar,kg,2023-05-01,475.16,13
Patagonia,Carne picada común,kg,2023-05-01,1638.25,24
Noroeste,Pan francés,kg,2023-05-01,464.67,70
Noreste,Jabón de tocador,125 g,2023-05-01,219.98,51
Noreste,Lavandina,1.000 cc,2023-05-01,231.41,57
Pampeana,Fideos secos tipo guisero,500 g,2023-05-01,275.71,35
Pampeana,Arroz blanco simple,kg,2023-05-01,380.88,11
Pampeana,Harina de trigo común,kg,2023-05-01,214.44,41
Pampeana,Pan francés,kg,2023-05-01,513.29,71
GBA,Jabón de tocador,125 g,2023-05-01,217.53,50
GBA,Lavandina,1.000 cc,2023-05-01,203.16,56
GBA,Detergente líquido,750 cc,2023-05-01,271.33,26
GBA,Azúcar,kg,2023-05-01,459.16,14
GBA,Papa,kg,2023-05-01,251.59,74
GBA,Huevos de gallina,Docena,2023-05-01,812.81,44
GBA,Leche fresca entera sachet,Litro,2023-05-01,293.3,62
GBA,Aceite de girasol,"1,5 litros",2023-05-01,928.68,2
GBA,Pollo entero,kg,2023-05-01,726.36,80
GBA,Carne picada común,kg,2023-05-01,1146.09,20
GBA,Fideos secos tipo guisero,500 g,2023-05-01,278.12,32
GBA,Arroz blanco simple,kg,2023-05-01,318.44,8
GBA,Harina de trigo común,kg,2023-05-01,193.13,38
Pampeana,Carne picada común,kg,2023-05-01,1267.9,23
Pampeana,Pollo entero,kg,2023-05-01,751.79,83
GBA,Pan francés,kg,2023-05-01,617.19,68
Pampeana,Leche fresca entera sachet,Litro,2023-05-01,319.85,65
Pampeana,Aceite de girasol,"1,5 litros",2023-05-01,1039.92,5
Noreste,Detergente líquido,750 cc,2023-05-01,279.26,27
Noreste,Azúcar,kg,2023-05-01,496.54,15
Noreste,Papa,kg,2023-05-01,238.85,75
Noreste,Huevos de gallina,Docena,2023-05-01,710.82,45
Noreste,Leche fresca entera sachet,Litro,2023-05-01,338.47,63
Noreste,Pollo entero,kg,2023-05-01,647.21,81
Noreste,Carne picada común,kg,2023-05-01,1156.35,21
Noreste,Fideos secos tipo guisero,500 g,2023-05-01,239.76,33
Noreste,Aceite de girasol,"1,5 litros",2023-05-01,1192.42,3
Noreste,Harina de trigo común,kg,2023-05-01,225.85,39
Noreste,Pan francés,kg,2023-05-01,460.03,69
Pampeana,Huevos de gallina,Docena,2023-05-01,784.22,47
Pampeana,Jabón de tocador,125 g,2023-05-01,226.09,53
Pampeana,Lavandina,1.000 cc,2023-05-01,208.55,59
Pampeana,Detergente líquido,750 cc,2023-05-01,319.38,29
Pampeana,Azúcar,kg,2023-05-01,469.44,17
Pampeana,Papa,kg,2023-05-01,251.06,77
Noreste,Arroz blanco simple,kg,2023-05-01,397.52,9
Cuyo,Pan francés,kg,2023-06-01,473.83,67
Cuyo,Harina de trigo común,kg,2023-06-01,208.52,37
Cuyo,Pollo entero,kg,2023-06-01,745.08,79
Cuyo,Fideos secos tipo guisero,500 g,2023-06-01,277.84,31
Cuyo,Carne picada común,kg,2023-06-01,1151.6,19
Noroeste,Jabón de tocador,125 g,2023-06-01,230.59,52
Cuyo,Arroz blanco simple,kg,2023-06-01,433.65,7
Noroeste,Lavandina,1.000 cc,2023-06-01,237.17,58
Noroeste,Fideos secos tipo guisero,500 g,2023-06-01,258.04,34
Noroeste,Azúcar,kg,2023-06-01,553.08,16
Noroeste,Papa,kg,2023-06-01,269.38,76
Noroeste,Huevos de gallina,Docena,2023-06-01,764.31,46
Noroeste,Leche fresca entera sachet,Litro,2023-06-01,348.59,64
Noroeste,Aceite de girasol,"1,5 litros",2023-06-01,1080.99,4
Noroeste,Pollo entero,kg,2023-06-01,682.49,82
Noroeste,Carne picada común,kg,2023-06-01,1267.02,22
Cuyo,Aceite de girasol,"1,5 litros",2023-06-01,1016.96,1
Noroeste,Detergente líquido,750 cc,2023-06-01,340.64,28
Cuyo,Leche fresca entera sachet,Litro,2023-06-01,369.73,61
Patagonia,Fideos secos tipo guisero,500 g,2023-06-01,314.99,36
Cuyo,Papa,kg,2023-06-01,330.17,73
Noroeste,Arroz blanco simple,kg,2023-06-01,438.9,10
Patagonia,Jabón de tocador,125 g,2023-06-01,241.43,54
Patagonia,Lavandina,1.000 cc,2023-06-01,227.34,60
Patagonia,Detergente líquido,750 cc,2023-06-01,548.97,30
Patagonia,Azúcar,kg,2023-06-01,574.81,18
Patagonia,Papa,kg,2023-06-01,397.92,78
Patagonia,Huevos de gallina,Docena,2023-06-01,943.79,48
Patagonia,Leche fresca entera sachet,Litro,2023-06-01,351.89,66
Cuyo,Huevos de gallina,Docena,2023-06-01,884.1,43
Patagonia,Aceite de girasol,"1,5 litros",2023-06-01,924.12,6
Patagonia,Carne picada común,kg,2023-06-01,1632.55,24
Patagonia,Arroz blanco simple,kg,2023-06-01,420.36,12
Patagonia,Harina de trigo común,kg,2023-06-01,228.18,42
Patagonia,Pan francés,kg,2023-06-01,586.62,72
Cuyo,Jabón de tocador,125 g,2023-06-01,235.89,49
Cuyo,Lavandina,1.000 cc,2023-06-01,226.17,55
Cuyo,Detergente líquido,750 cc,2023-06-01,322.1,25
Cuyo,Azúcar,kg,2023-06-01,585.41,13
Patagonia,Pollo entero,kg,2023-06-01,780.44,84
Noroeste,Harina de trigo común,kg,2023-06-01,228.67,40
Noroeste,Pan francés,kg,2023-06-01,495.66,70
GBA,Pan francés,kg,2023-06-01,698.16,68
Pampeana,Carne picada común,kg,2023-06-01,1289.23,23
Pampeana,Fideos secos tipo guisero,500 g,2023-06-01,300.04,35
Pampeana,Arroz blanco simple,kg,2023-06-01,426.58,11
Pampeana,Harina de trigo común,kg,2023-06-01,227.08,41
Pampeana,Pan francés,kg,2023-06-01,561.86,71
GBA,Jabón de tocador,125 g,2023-06-01,234.4,50
GBA,Lavandina,1.000 cc,2023-06-01,219.2,56
GBA,Azúcar,kg,2023-06-01,614.94,14
Pampeana,Pollo entero,kg,2023-06-01,735.41,83
GBA,Papa,kg,2023-06-01,313.8,74
GBA,Leche fresca entera sachet,Litro,2023-06-01,309.63,62
GBA,Aceite de girasol,"1,5 litros",2023-06-01,950.1,2
GBA,Pollo entero,kg,2023-06-01,687.76,80
GBA,Carne picada común,kg,2023-06-01,1172.34,20
GBA,Fideos secos tipo guisero,500 g,2023-06-01,308.03,32
GBA,Arroz blanco simple,kg,2023-06-01,358.85,8
GBA,Harina de trigo común,kg,2023-06-01,196.65,38
Noreste,Jabón de tocador,125 g,2023-06-01,240.31,51
GBA,Huevos de gallina,Docena,2023-06-01,856.34,44
Pampeana,Aceite de girasol,"1,5 litros",2023-06-01,1063.64,5
GBA,Detergente líquido,750 cc,2023-06-01,292.53,26
Pampeana,Huevos de gallina,Docena,2023-06-01,824.91,47
Pampeana,Leche fresca entera sachet,Litro,2023-06-01,345.83,65
Noreste,Detergente líquido,750 cc,2023-06-01,322.87,27
Noreste,Azúcar,kg,2023-06-01,613.79,15
Noreste,Papa,kg,2023-06-01,299.99,75
Noreste,Huevos de gallina,Docena,2023-06-01,749.97,45
Noreste,Leche fresca entera sachet,Litro,2023-06-01,372.59,63
Noreste,Aceite de girasol,"1,5 litros",2023-06-01,1213.47,3
Noreste,Pollo entero,kg,2023-06-01,639.12,81
Noreste,Carne picada común,kg,2023-06-01,1192.07,21
Noreste,Lavandina,1.000 cc,2023-06-01,243.47,57
Noreste,Arroz blanco simple,kg,2023-06-01,477.92,9
Noreste,Fideos secos tipo guisero,500 g,2023-06-01,255.72,33
Pampeana,Azúcar,kg,2023-06-01,596.22,17
Pampeana,Detergente líquido,750 cc,2023-06-01,342.35,29
Pampeana,Lavandina,1.000 cc,2023-06-01,220.98,59
Pampeana,Papa,kg,2023-06-01,315.42,77
Noreste,Pan francés,kg,2023-06-01,505.39,69
Noreste,Harina de trigo común,kg,2023-06-01,241.83,39
Pampeana,Jabón de tocador,125 g,2023-06-01,237.24,53
Noroeste,Lavandina,1.000 cc,2023-07-01,251.72,58
Cuyo,Carne picada común,kg,2023-07-01,1179.42,19
Cuyo,Fideos secos tipo guisero,500 g,2023-07-01,307.8,31
Cuyo,Arroz blanco simple,kg,2023-07-01,483.15,7
Cuyo,Harina de trigo común,kg,2023-07-01,218.73,37
Cuyo,Pan francés,kg,2023-07-01,500.31,67
Cuyo,Pollo entero,kg,2023-07-01,749.02,79
Noroeste,Jabón de tocador,125 g,2023-07-01,238.21,52
Noroeste,Detergente líquido,750 cc,2023-07-01,362.79,28
Noroeste,Leche fresca entera sachet,Litro,2023-07-01,373.51,64
Noroeste,Papa,kg,2023-07-01,350.66,76
Noroeste,Huevos de gallina,Docena,2023-07-01,790.46,46
Noroeste,Aceite de girasol,"1,5 litros",2023-07-01,1105.33,4
Noroeste,Pollo entero,kg,2023-07-01,680.52,82
Noroeste,Carne picada común,kg,2023-07-01,1311.37,22
Noroeste,Fideos secos tipo guisero,500 g,2023-07-01,281.51,34
Noroeste,Arroz blanco simple,kg,2023-07-01,485.66,10
Cuyo,Aceite de girasol,"1,5 litros",2023-07-01,1041.45,1
Noroeste,Azúcar,kg,2023-07-01,605.25,16
Cuyo,Leche fresca entera sachet,Litro,2023-07-01,386.02,61
Noroeste,Harina de trigo común,kg,2023-07-01,241.17,40
Cuyo,Papa,kg,2023-07-01,423.31,73
Patagonia,Jabón de tocador,125 g,2023-07-01,255.59,54
Patagonia,Lavandina,1.000 cc,2023-07-01,255.06,60
Patagonia,Detergente líquido,750 cc,2023-07-01,694.67,30
Patagonia,Azúcar,kg,2023-07-01,714.13,18
Patagonia,Papa,kg,2023-07-01,497.57,78
Patagonia,Huevos de gallina,Docena,2023-07-01,999.45,48
Patagonia,Leche fresca entera sachet,Litro,2023-07-01,381.25,66
Patagonia,Aceite de girasol,"1,5 litros",2023-07-01,920.41,6
Cuyo,Huevos de gallina,Docena,2023-07-01,936.41,43
Patagonia,Pollo entero,kg,2023-07-01,789.27,84
Patagonia,Fideos secos tipo guisero,500 g,2023-07-01,355.24,36
Patagonia,Arroz blanco simple,kg,2023-07-01,510.02,12
Patagonia,Harina de trigo común,kg,2023-07-01,241.76,42
Patagonia,Pan francés,kg,2023-07-01,614.63,72
Cuyo,Jabón de tocador,125 g,2023-07-01,248.16,49
Cuyo,Lavandina,1.000 cc,2023-07-01,235.95,55
Cuyo,Detergente líquido,750 cc,2023-07-01,356.03,25
Cuyo,Azúcar,kg,2023-07-01,664.1,13
Patagonia,Carne picada común,kg,2023-07-01,1713.09,24
Noroeste,Pan francés,kg,2023-07-01,521.77,70
GBA,Pan francés,kg,2023-07-01,756.05,68
Noreste,Lavandina,1.000 cc,2023-07-01,263.48,57
Pampeana,Fideos secos tipo guisero,500 g,2023-07-01,322.41,35
Pampeana,Arroz blanco simple,kg,2023-07-01,476.92,11
Pampeana,Harina de trigo común,kg,2023-07-01,240.02,41
Pampeana,Pan francés,kg,2023-07-01,598.07,71
GBA,Jabón de tocador,125 g,2023-07-01,246.2,50
GBA,Lavandina,1.000 cc,2023-07-01,236.34,56
GBA,Detergente líquido,750 cc,2023-07-01,306.16,26
GBA,Papa,kg,2023-07-01,420.69,74
GBA,Huevos de gallina,Docena,2023-07-01,890.31,44
GBA,Leche fresca entera sachet,Litro,2023-07-01,330.57,62
GBA,Aceite de girasol,"1,5 litros",2023-07-01,964.8,2
GBA,Pollo entero,kg,2023-07-01,696.94,80
GBA,Carne picada común,kg,2023-07-01,1221.66,20
GBA,Fideos secos tipo guisero,500 g,2023-07-01,327.01,32
GBA,Arroz blanco simple,kg,2023-07-01,403.18,8
GBA,Harina de trigo común,kg,2023-07-01,207.44,38
Noreste,Jabón de tocador,125 g,2023-07-01,245.95,51
Pampeana,Carne picada común,kg,2023-07-01,1353.23,23
Pampeana,Pollo entero,kg,2023-07-01,723.94,83
GBA,Azúcar,kg,2023-07-01,719.94,14
Pampeana,Leche fresca entera sachet,Litro,2023-07-01,368.89,65
Noreste,Detergente líquido,750 cc,2023-07-01,342.13,27
Pampeana,Aceite de girasol,"1,5 litros",2023-07-01,1086.79,5
Noreste,Azúcar,kg,2023-07-01,657.83,15
Noreste,Papa,kg,2023-07-01,371.24,75
Noreste,Huevos de gallina,Docena,2023-07-01,784.19,45
Noreste,Leche fresca entera sachet,Litro,2023-07-01,391.46,63
Noreste,Pollo entero,kg,2023-07-01,647.62,81
Noreste,Carne picada común,kg,2023-07-01,1242.52,21
Noreste,Fideos secos tipo guisero,500 g,2023-07-01,274.05,33
Noreste,Aceite de girasol,"1,5 litros",2023-07-01,1252.77,3
Pampeana,Papa,kg,2023-07-01,409.93,77
Noreste,Harina de trigo común,kg,2023-07-01,250.94,39
Noreste,Pan francés,kg,2023-07-01,531.95,69
Pampeana,Jabón de tocador,125 g,2023-07-01,248.49,53
Pampeana,Lavandina,1.000 cc,2023-07-01,237.03,59
Pampeana,Detergente líquido,750 cc,2023-07-01,366.04,29
Pampeana,Azúcar,kg,2023-07-01,659.84,17
Noreste,Arroz blanco simple,kg,2023-07-01,509.05,9
Pampeana,Huevos de gallina,Docena,2023-07-01,863.16,47
Noroeste,Jabón de tocador,125 g,2023-08-01,256.36,52
Cuyo,Pan francés,kg,2023-08-01,587.77,67
Cuyo,Harina de trigo común,kg,2023-08-01,235.34,37
Cuyo,Pollo entero,kg,2023-08-01,853.29,79
Cuyo,Fideos secos tipo guisero,500 g,2023-08-01,347.68,31
Cuyo,Carne picada común,kg,2023-08-01,1614.3,19
Noroeste,Lavandina,1.000 cc,2023-08-01,284.01,58
Cuyo,Arroz blanco simple,kg,2023-08-01,550.52,7
Noroeste,Detergente líquido,750 cc,2023-08-01,409.75,28
Noroeste,Arroz blanco simple,kg,2023-08-01,555.57,10
Noroeste,Papa,kg,2023-08-01,439.58,76
Noroeste,Huevos de gallina,Docena,2023-08-01,930.03,46
Noroeste,Leche fresca entera sachet,Litro,2023-08-01,401.44,64
Noroeste,Aceite de girasol,"1,5 litros",2023-08-01,1170.53,4
Noroeste,Pollo entero,kg,2023-08-01,823.32,82
Noroeste,Carne picada común,kg,2023-08-01,1714.84,22
Noroeste,Fideos secos tipo guisero,500 g,2023-08-01,318.17,34
Cuyo,Aceite de girasol,"1,5 litros",2023-08-01,1100.35,1
Noroeste,Azúcar,kg,2023-08-01,713.19,16
Cuyo,Leche fresca entera sachet,Litro,2023-08-01,411.59,61
Patagonia,Jabón de tocador,125 g,2023-08-01,278.89,54
Cuyo,Papa,kg,2023-08-01,560.16,73
Noroeste,Harina de trigo común,kg,2023-08-01,260.28,40
Patagonia,Lavandina,1.000 cc,2023-08-01,276.4,60
Patagonia,Detergente líquido,750 cc,2023-08-01,706.92,30
Patagonia,Azúcar,kg,2023-08-01,811.35,18
Patagonia,Papa,kg,2023-08-01,638.07,78
Patagonia,Huevos de gallina,Docena,2023-08-01,1183.15,48
Patagonia,Leche fresca entera sachet,Litro,2023-08-01,401.63,66
Patagonia,Aceite de girasol,"1,5 litros",2023-08-01,989.23,6
Cuyo,Huevos de gallina,Docena,2023-08-01,1028.31,43
Patagonia,Pollo entero,kg,2023-08-01,895.54,84
Patagonia,Fideos secos tipo guisero,500 g,2023-08-01,387.25,36
Patagonia,Arroz blanco simple,kg,2023-08-01,586.37,12
Patagonia,Harina de trigo común,kg,2023-08-01,258.13,42
Patagonia,Pan francés,kg,2023-08-01,705.83,72
Cuyo,Jabón de tocador,125 g,2023-08-01,264.81,49
Cuyo,Lavandina,1.000 cc,2023-08-01,249.7,55
Cuyo,Detergente líquido,750 cc,2023-08-01,370.15,25
Cuyo,Azúcar,kg,2023-08-01,748.13,13
Patagonia,Carne picada común,kg,2023-08-01,2013.59,24
Noroeste,Pan francés,kg,2023-08-01,605.62,70
Noreste,Jabón de tocador,125 g,2023-08-01,279.08,51
Noreste,Lavandina,1.000 cc,2023-08-01,292.05,57
Pampeana,Fideos secos tipo guisero,500 g,2023-08-01,355.7,35
Pampeana,Arroz blanco simple,kg,2023-08-01,550.68,11
Pampeana,Harina de trigo común,kg,2023-08-01,258.46,41
Pampeana,Pan francés,kg,2023-08-01,671.81,71
GBA,Jabón de tocador,125 g,2023-08-01,260.56,50
GBA,Lavandina,1.000 cc,2023-08-01,257.14,56
GBA,Detergente líquido,750 cc,2023-08-01,319.49,26
GBA,Azúcar,kg,2023-08-01,761.15,14
GBA,Papa,kg,2023-08-01,539.83,74
GBA,Huevos de gallina,Docena,2023-08-01,1050.63,44
GBA,Leche fresca entera sachet,Litro,2023-08-01,357.21,62
GBA,Aceite de girasol,"1,5 litros",2023-08-01,1026.0,2
GBA,Pollo entero,kg,2023-08-01,840.37,80
GBA,Carne picada común,kg,2023-08-01,1702.55,20
GBA,Fideos secos tipo guisero,500 g,2023-08-01,347.03,32
GBA,Arroz blanco simple,kg,2023-08-01,460.4,8
GBA,Harina de trigo común,kg,2023-08-01,222.91,38
Pampeana,Carne picada común,kg,2023-08-01,1781.09,23
Pampeana,Pollo entero,kg,2023-08-01,868.69,83
GBA,Pan francés,kg,2023-08-01,861.81,68
Pampeana,Leche fresca entera sachet,Litro,2023-08-01,397.44,65
Pampeana,Aceite de girasol,"1,5 litros",2023-08-01,1151.87,5
Noreste,Detergente líquido,750 cc,2023-08-01,406.79,27
Noreste,Azúcar,kg,2023-08-01,804.03,15
Noreste,Papa,kg,2023-08-01,508.23,75
Noreste,Huevos de gallina,Docena,2023-08-01,866.91,45
Noreste,Leche fresca entera sachet,Litro,2023-08-01,427.9,63
Noreste,Pollo entero,kg,2023-08-01,775.01,81
Noreste,Carne picada común,kg,2023-08-01,1582.72,21
Noreste,Fideos secos tipo guisero,500 g,2023-08-01,310.15,33
Noreste,Aceite de girasol,"1,5 litros",2023-08-01,1358.07,3
Noreste,Harina de trigo común,kg,2023-08-01,273.29,39
Noreste,Pan francés,kg,2023-08-01,597.68,69
Pampeana,Huevos de gallina,Docena,2023-08-01,971.76,47
Pampeana,Jabón de tocador,125 g,2023-08-01,266.09,53
Pampeana,Lavandina,1.000 cc,2023-08-01,255.06,59
Pampeana,Detergente líquido,750 cc,2023-08-01,395.62,29
Pampeana,Azúcar,kg,2023-08-01,755.39,17
Pampeana,Papa,kg,2023-08-01,524.72,77
Noreste,Arroz blanco simple,kg,2023-08-01,573.79,9
Noroeste,Jabón de tocador,125 g,2023-09-01,277.32,52
Cuyo,Pan francés,kg,2023-09-01,663.09,67
Cuyo,Carne picada común,kg,2023-09-01,1993.06,19
Cuyo,Arroz blanco simple,kg,2023-09-01,717.19,7
Cuyo,Fideos secos tipo guisero,500 g,2023-09-01,396.97,31
Noroeste,Lavandina,1.000 cc,2023-09-01,327.97,58
Cuyo,Harina de trigo común,kg,2023-09-01,259.52,37
Noroeste,Detergente líquido,750 cc,2023-09-01,436.61,28
Noroeste,Arroz blanco simple,kg,2023-09-01,695.15,10
Noroeste,Papa,kg,2023-09-01,472.04,76
Noroeste,Huevos de gallina,Docena,2023-09-01,1095.08,46
Noroeste,Leche fresca entera sachet,Litro,2023-09-01,436.52,64
Noroeste,Aceite de girasol,"1,5 litros",2023-09-01,1275.21,4
Noroeste,Pollo entero,kg,2023-09-01,1004.63,82
Noroeste,Carne picada común,kg,2023-09-01,2088.71,22
Noroeste,Fideos secos tipo guisero,500 g,2023-09-01,356.99,34
Cuyo,Pollo entero,kg,2023-09-01,1055.73,79
Noroeste,Azúcar,kg,2023-09-01,839.92,16
Cuyo,Aceite de girasol,"1,5 litros",2023-09-01,1209.91,1
Patagonia,Arroz blanco simple,kg,2023-09-01,739.56,12
Cuyo,Huevos de gallina,Docena,2023-09-01,1164.85,43
Noroeste,Harina de trigo común,kg,2023-09-01,289.29,40
Patagonia,Lavandina,1.000 cc,2023-09-01,319.95,60
Patagonia,Detergente líquido,750 cc,2023-09-01,817.01,30
Patagonia,Azúcar,kg,2023-09-01,950.41,18
Patagonia,Papa,kg,2023-09-01,774.28,78
Patagonia,Huevos de gallina,Docena,2023-09-01,1415.64,48
Patagonia,Leche fresca entera sachet,Litro,2023-09-01,433.95,66
Patagonia,Aceite de girasol,"1,5 litros",2023-09-01,1096.53,6
Cuyo,Leche fresca entera sachet,Litro,2023-09-01,437.3,61
Patagonia,Pollo entero,kg,2023-09-01,1069.93,84
Patagonia,Fideos secos tipo guisero,500 g,2023-09-01,446.41,36
Patagonia,Harina de trigo común,kg,2023-09-01,297.3,42
Patagonia,Pan francés,kg,2023-09-01,826.64,72
Cuyo,Jabón de tocador,125 g,2023-09-01,284.83,49
Cuyo,Lavandina,1.000 cc,2023-09-01,284.04,55
Cuyo,Detergente líquido,750 cc,2023-09-01,411.19,25
Cuyo,Azúcar,kg,2023-09-01,903.33,13
Cuyo,Papa,kg,2023-09-01,594.93,73
Patagonia,Carne picada común,kg,2023-09-01,2731.33,24
Noroeste,Pan francés,kg,2023-09-01,678.42,70
Patagonia,Jabón de tocador,125 g,2023-09-01,304.66,54
Noreste,Lavandina,1.000 cc,2023-09-01,330.36,57
Pampeana,Fideos secos tipo guisero,500 g,2023-09-01,405.16,35
Pampeana,Arroz blanco simple,kg,2023-09-01,664.29,11
Pampeana,Harina de trigo común,kg,2023-09-01,284.05,41
Pampeana,Pan francés,kg,2023-09-01,761.76,71
GBA,Jabón de tocador,125 g,2023-09-01,285.68,50
GBA,Lavandina,1.000 cc,2023-09-01,295.42,56
GBA,Detergente líquido,750 cc,2023-09-01,372.18,26
GBA,Azúcar,kg,2023-09-01,870.89,14
Pampeana,Carne picada común,kg,2023-09-01,2083.79,23
GBA,Papa,kg,2023-09-01,616.42,74
GBA,Leche fresca entera sachet,Litro,2023-09-01,381.93,62
GBA,Aceite de girasol,"1,5 litros",2023-09-01,1099.4,2
GBA,Pollo entero,kg,2023-09-01,993.4,80
GBA,Carne picada común,kg,2023-09-01,1972.69,20
GBA,Fideos secos tipo guisero,500 g,2023-09-01,391.36,32
GBA,Arroz blanco simple,kg,2023-09-01,582.04,8
GBA,Harina de trigo común,kg,2023-09-01,241.22,38
GBA,Pan francés,kg,2023-09-01,980.2,68
GBA,Huevos de gallina,Docena,2023-09-01,1247.41,44
Pampeana,Pollo entero,kg,2023-09-01,1049.39,83
Noreste,Jabón de tocador,125 g,2023-09-01,306.28,51
Pampeana,Leche fresca entera sachet,Litro,2023-09-01,429.57,65
Noreste,Detergente líquido,750 cc,2023-09-01,445.39,27
Noreste,Azúcar,kg,2023-09-01,936.01,15
Noreste,Papa,kg,2023-09-01,569.07,75
Noreste,Huevos de gallina,Docena,2023-09-01,997.94,45
Noreste,Leche fresca entera sachet,Litro,2023-09-01,471.06,63
Pampeana,Aceite de girasol,"1,5 litros",2023-09-01,1228.3,5
Noreste,Pollo entero,kg,2023-09-01,956.03,81
Noreste,Carne picada común,kg,2023-09-01,1943.57,21
Noreste,Fideos secos tipo guisero,500 g,2023-09-01,330.53,33
Noreste,Aceite de girasol,"1,5 litros",2023-09-01,1472.62,3
Noreste,Harina de trigo común,kg,2023-09-01,293.75,39
Noreste,Pan francés,kg,2023-09-01,679.06,69
Pampeana,Jabón de tocador,125 g,2023-09-01,290.31,53
Pampeana,Lavandina,1.000 cc,2023-09-01,297.89,59
Pampeana,Detergente líquido,750 cc,2023-09-01,448.45,29
Pampeana,Azúcar,kg,2023-09-01,896.66,17
Pampeana,Papa,kg,2023-09-01,608.68,77
Pampeana,Huevos de gallina,Docena,2023-09-01,1195.7,47
