Región,Productos seleccionados,Unidad de medida,Date,Price,product_id
Noreste,Detergente líquido,750 cc,2019-08-01,51.7,27
Pampeana,Arroz blanco simple,kg,2019-08-01,51.24,11
Pampeana,Harina de trigo común,kg,2019-08-01,35.88,41
Pampeana,Pan francés,kg,2019-08-01,75.44,71
GBA,Jabón de tocador,125 g,2019-08-01,31.34,50
GBA,Lavandina,1.000 cc,2019-08-01,39.61,56
GBA,Detergente líquido,750 cc,2019-08-01,53.31,26
GBA,Papa,kg,2019-08-01,25.53,74
GBA,Huevos de gallina,Docena,2019-08-01,79.43,44
GBA,Leche fresca entera sachet,Litro,2019-08-01,48.37,62
GBA,Aceite de girasol,"1,5 litros",2019-08-01,117.5,2
GBA,Pollo entero,kg,2019-08-01,83.88,80
GBA,Carne picada común,kg,2019-08-01,147.85,20
GBA,Fideos secos tipo guisero,500 g,2019-08-01,49.95,32
GBA,Arroz blanco simple,kg,2019-08-01,48.48,8
GBA,Harina de trigo común,kg,2019-08-01,36.04,38
GBA,Pan francés,kg,2019-08-01,92.16,68
Noreste,Lavandina,1.000 cc,2019-08-01,37.36,57
Pampeana,Fideos secos tipo guisero,500 g,2019-08-01,45.11,35
Pampeana,Carne picada común,kg,2019-08-01,166.94,23
GBA,Azúcar,kg,2019-08-01,41.22,14
Pampeana,Aceite de girasol,"1,5 litros",2019-08-01,122.02,5
Pampeana,Pollo entero,kg,2019-08-01,86.19,83
Noreste,Papa,kg,2019-08-01,23.76,75
Noreste,Huevos de gallina,Docena,2019-08-01,68.12,45
Noreste,Leche fresca entera sachet,Litro,2019-08-01,54.26,63
Noreste,Aceite de girasol,"1,5 litros",2019-08-01,120.38,3
Noreste,Pollo entero,kg,2019-08-01,88.2,81
Noreste,Carne picada común,kg,2019-08-01,161.59,21
Noreste,Fideos secos tipo guisero,500 g,2019-08-01,40.17,33
Noreste,Arroz blanco simple,kg,2019-08-01,48.72,9
Noreste,Azúcar,kg,2019-08-01,36.42,15
Noreste,Pan francés,kg,2019-08-01,67.43,69
Noreste,Harina de trigo común,kg,2019-08-01,35.44,39
Pampeana,Huevos de gallina,Docena,2019-08-01,76.29,47
Pampeana,Papa,kg,2019-08-01,24.65,77
Pampeana,Azúcar,kg,2019-08-01,38.92,17
Pampeana,Leche fresca entera sachet,Litro,2019-08-01,52.53,65
Pampeana,Lavandina,1.000 cc,2019-08-01,37.67,59
Pampeana,Jabón de tocador,125 g,2019-08-01,32.5,53
Pampeana,Detergente líquido,750 cc,2019-08-01,54.15,29
Noroeste,Lavandina,1.000 cc,2019-09-01,41.01,58
Cuyo,Fideos secos tipo guisero,500 g,2019-09-01,47.03,31
Cuyo,Arroz blanco simple,kg,2019-09-01,53.47,7
Cuyo,Harina de trigo común,kg,2019-09-01,37.91,37
Cuyo,Pan francés,kg,2019-09-01,70.94,67
Cuyo,Carne picada común,kg,2019-09-01,164.53,19
Noroeste,Jabón de tocador,125 g,2019-09-01,34.01,52
Noroeste,Detergente líquido,750 cc,2019-09-01,59.25,28
Noroeste,Aceite de girasol,"1,5 litros",2019-09-01,129.88,4
Noroeste,Papa,kg,2019-09-01,22.3,76
Noroeste,Huevos de gallina,Docena,2019-09-01,73.23,46
Noroeste,Leche fresca entera sachet,Litro,2019-09-01,52.58,64
Noroeste,Pollo entero,kg,2019-09-01,92.26,82
Noroeste,Carne picada común,kg,2019-09-01,178.9,22
Noroeste,Fideos secos tipo guisero,500 g,2019-09-01,39.53,34
Noroeste,Arroz blanco simple,kg,2019-09-01,48.52,10
Cuyo,Pollo entero,kg,2019-09-01,95.9,79
Noroeste,Azúcar,kg,2019-09-01,34.67,16
Cuyo,Aceite de girasol,"1,5 litros",2019-09-01,122.6,1
Noroeste,Harina de trigo común,kg,2019-09-01,36.9,40
Cuyo,Huevos de gallina,Docena,2019-09-01,82.45,43
Patagonia,Lavandina,1.000 cc,2019-09-01,43.86,60
Patagonia,Detergente líquido,750 cc,2019-09-01,94.14,30
Patagonia,Azúcar,kg,2019-09-01,44.63,18
Patagonia,Papa,kg,2019-09-01,37.21,78
Patagonia,Huevos de gallina,Docena,2019-09-01,89.96,48
Patagonia,Leche fresca entera sachet,Litro,2019-09-01,54.93,66
Patagonia,Aceite de girasol,"1,5 litros",2019-09-01,119.7,6
Patagonia,Pollo entero,kg,2019-09-01,102.7,84
Cuyo,Leche fresca entera sachet,Litro,2019-09-01,53.68,61
Patagonia,Carne picada común,kg,2019-09-01,221.87,24
Patagonia,Arroz blanco simple,kg,2019-09-01,57.83,12
Patagonia,Harina de trigo común,kg,2019-09-01,40.05,42
Patagonia,Pan francés,kg,2019-09-01,93.29,72
Cuyo,Jabón de tocador,125 g,2019-09-01,35.99,49
Cuyo,Lavandina,1.000 cc,2019-09-01,41.53,55
Cuyo,Detergente líquido,750 cc,2019-09-01,59.16,25
Cuyo,Azúcar,kg,2019-09-01,39.66,13
Cuyo,Papa,kg,2019-09-01,24.95,73
Patagonia,Fideos secos tipo guisero,500 g,2019-09-01,50.4,36
Noroeste,Pan francés,kg,2019-09-01,79.65,70
Patagonia,Jabón de tocador,125 g,2019-09-01,37.11,54
Noreste,Lavandina,1.000 cc,2019-09-01,41.21,57
Pampeana,Fideos secos tipo guisero,500 g,2019-09-01,46.24,35
Pampeana,Arroz blanco simple,kg,2019-09-01,54.73,11
Pampeana,Harina de trigo común,kg,2019-09-01,38.29,41
Pampeana,Pan francés,kg,2019-09-01,80.17,71
GBA,Jabón de tocador,125 g,2019-09-01,33.79,50
GBA,Lavandina,1.000 cc,2019-09-01,42.22,56
GBA,Detergente líquido,750 cc,2019-09-01,58.75,26
GBA,Azúcar,kg,2019-09-01,42.13,14
Pampeana,Carne picada común,kg,2019-09-01,177.99,23
GBA,Papa,kg,2019-09-01,28.09,74
GBA,Leche fresca entera sachet,Litro,2019-09-01,47.98,62
GBA,Aceite de girasol,"1,5 litros",2019-09-01,124.08,2
GBA,Pollo entero,kg,2019-09-01,95.89,80
GBA,Carne picada común,kg,2019-09-01,156.25,20
GBA,Fideos secos tipo guisero,500 g,2019-09-01,51.45,32
GBA,Arroz blanco simple,kg,2019-09-01,49.5,8
GBA,Harina de trigo común,kg,2019-09-01,38.34,38
GBA,Pan francés,kg,2019-09-01,98.61,68
GBA,Huevos de gallina,Docena,2019-09-01,82.22,44
Pampeana,Pollo entero,kg,2019-09-01,98.02,83
Noreste,Jabón de tocador,125 g,2019-09-01,34.37,51
Pampeana,Leche fresca entera sachet,Litro,2019-09-01,52.61,65
Noreste,Detergente líquido,750 cc,2019-09-01,55.62,27
Noreste,Azúcar,kg,2019-09-01,37.11,15
Noreste,Papa,kg,2019-09-01,25.89,75
Noreste,Huevos de gallina,Docena,2019-09-01,68.96,45
Noreste,Leche fresca entera sachet,Litro,2019-09-01,54.79,63
Noreste,Aceite de girasol,"1,5 litros",2019-09-01,129.53,3
Noreste,Pollo entero,kg,2019-09-01,94.53,81
Noreste,Carne picada común,kg,2019-09-01,177.44,21
Noreste,Fideos secos tipo guisero,500 g,2019-09-01,40.97,33
Pampeana,Aceite de girasol,"1,5 litros",2019-09-01,130.19,5
Noreste,Harina de trigo común,kg,2019-09-01,37.05,39
Noreste,Pan francés,kg,2019-09-01,70.66,69
Pampeana,Jabón de tocador,125 g,2019-09-01,35.54,53
Pampeana,Lavandina,1.000 cc,2019-09-01,40.69,59
Pampeana,Detergente líquido,750 cc,2019-09-01,60.59,29
Pampeana,Azúcar,kg,2019-09-01,39.42,17
Pampeana,Papa,kg,2019-09-01,26.89,77
Pampeana,Huevos de gallina,Docena,2019-09-01,78.81,47
Noreste,Arroz blanco simple,kg,2019-09-01,49.73,9
Noroeste,Jabón de tocador,125 g,2019-10-01,34.78,52
Cuyo,Pan francés,kg,2019-10-01,72.16,67
Cuyo,Carne picada común,kg,2019-10-01,168.17,19
Cuyo,Arroz blanco simple,kg,2019-10-01,54.95,7
Cuyo,Fideos secos tipo guisero,500 g,2019-10-01,50.0,31
Noroeste,Lavandina,1.000 cc,2019-10-01,41.62,58
Cuyo,Harina de trigo común,kg,2019-10-01,37.83,37
Noroeste,Detergente líquido,750 cc,2019-10-01,59.44,28
Noroeste,Aceite de girasol,"1,5 litros",2019-10-01,131.25,4
Noroeste,Papa,kg,2019-10-01,20.55,76
Noroeste,Huevos de gallina,Docena,2019-10-01,73.99,46
Noroeste,Leche fresca entera sachet,Litro,2019-10-01,53.04,64
Noroeste,Pollo entero,kg,2019-10-01,99.69,82
Noroeste,Carne picada común,kg,2019-10-01,180.73,22
Noroeste,Fideos secos tipo guisero,500 g,2019-10-01,40.72,34
Noroeste,Arroz blanco simple,kg,2019-10-01,50.12,10
Cuyo,Pollo entero,kg,2019-10-01,101.46,79
Noroeste,Azúcar,kg,2019-10-01,34.83,16
Cuyo,Aceite de girasol,"1,5 litros",2019-10-01,124.21,1
Patagonia,Arroz blanco simple,kg,2019-10-01,58.72,12
Cuyo,Huevos de gallina,Docena,2019-10-01,82.6,43
Patagonia,Lavandina,1.000 cc,2019-10-01,45.68,60
Patagonia,Detergente líquido,750 cc,2019-10-01,99.0,30
Patagonia,Azúcar,kg,2019-10-01,45.33,18
Patagonia,Papa,kg,2019-10-01,37.42,78
Patagonia,Huevos de gallina,Docena,2019-10-01,90.31,48
Patagonia,Leche fresca entera sachet,Litro,2019-10-01,55.77,66
Patagonia,Aceite de girasol,"1,5 litros",2019-10-01,127.76,6
Patagonia,Pollo entero,kg,2019-10-01,106.25,84
Cuyo,Leche fresca entera sachet,Litro,2019-10-01,55.6,61
Patagonia,Carne picada común,kg,2019-10-01,220.45,24
Noroeste,Harina de trigo común,kg,2019-10-01,37.77,40
Patagonia,Harina de trigo común,kg,2019-10-01,41.25,42
Patagonia,Pan francés,kg,2019-10-01,96.75,72
Cuyo,Jabón de tocador,125 g,2019-10-01,36.85,49
Cuyo,Lavandina,1.000 cc,2019-10-01,42.05,55
Cuyo,Detergente líquido,750 cc,2019-10-01,61.2,25
Cuyo,Azúcar,kg,2019-10-01,40.15,13
Cuyo,Papa,kg,2019-10-01,25.16,73
Patagonia,Fideos secos tipo guisero,500 g,2019-10-01,53.81,36
Noroeste,Pan francés,kg,2019-10-01,80.39,70
Patagonia,Jabón de tocador,125 g,2019-10-01,39.02,54
Noreste,Lavandina,1.000 cc,2019-10-01,41.96,57
Pampeana,Fideos secos tipo guisero,500 g,2019-10-01,47.99,35
Pampeana,Arroz blanco simple,kg,2019-10-01,55.86,11
Pampeana,Harina de trigo común,kg,2019-10-01,39.43,41
Pampeana,Pan francés,kg,2019-10-01,81.54,71
GBA,Jabón de tocador,125 g,2019-10-01,34.87,50
GBA,Lavandina,1.000 cc,2019-10-01,43.53,56
GBA,Detergente líquido,750 cc,2019-10-01,60.92,26
GBA,Azúcar,kg,2019-10-01,42.31,14
Pampeana,Carne picada común,kg,2019-10-01,179.14,23
GBA,Papa,kg,2019-10-01,27.23,74
GBA,Leche fresca entera sachet,Litro,2019-10-01,48.97,62
GBA,Aceite de girasol,"1,5 litros",2019-10-01,127.47,2
GBA,Pollo entero,kg,2019-10-01,98.32,80
GBA,Carne picada común,kg,2019-10-01,157.13,20
GBA,Fideos secos tipo guisero,500 g,2019-10-01,52.06,32
GBA,Arroz blanco simple,kg,2019-10-01,50.38,8
GBA,Harina de trigo común,kg,2019-10-01,38.9,38
GBA,Pan francés,kg,2019-10-01,100.62,68
GBA,Huevos de gallina,Docena,2019-10-01,84.33,44
Pampeana,Pollo entero,kg,2019-10-01,103.12,83
Noreste,Jabón de tocador,125 g,2019-10-01,35.42,51
Pampeana,Leche fresca entera sachet,Litro,2019-10-01,53.02,65
Noreste,Detergente líquido,750 cc,2019-10-01,57.0,27
Noreste,Azúcar,kg,2019-10-01,37.45,15
Noreste,Papa,kg,2019-10-01,25.75,75
Noreste,Huevos de gallina,Docena,2019-10-01,70.52,45
Noreste,Leche fresca entera sachet,Litro,2019-10-01,55.94,63
Pampeana,Aceite de girasol,"1,5 litros",2019-10-01,134.82,5
Noreste,Pollo entero,kg,2019-10-01,101.21,81
Noreste,Carne picada común,kg,2019-10-01,181.76,21
Noreste,Fideos secos tipo guisero,500 g,2019-10-01,41.79,33
Noreste,Aceite de girasol,"1,5 litros",2019-10-01,133.82,3
Noreste,Harina de trigo común,kg,2019-10-01,37.23,39
Noreste,Pan francés,kg,2019-10-01,71.9,69
Pampeana,Jabón de tocador,125 g,2019-10-01,36.5,53
Pampeana,Lavandina,1.000 cc,2019-10-01,41.56,59
Pampeana,Detergente líquido,750 cc,2019-10-01,62.24,29
Pampeana,Azúcar,kg,2019-10-01,39.94,17
Pampeana,Papa,kg,2019-10-01,26.65,77
Pampeana,Huevos de gallina,Docena,2019-10-01,81.3,47
Noreste,Arroz blanco simple,kg,2019-10-01,50.9,9
Noroeste,Lavandina,1.000 cc,2019-11-01,43.33,58
Noroeste,Jabón de tocador,125 g,2019-11-01,37.26,52
Cuyo,Pan francés,kg,2019-11-01,75.87,67
Cuyo,Carne picada común,kg,2019-11-01,185.1,19
Cuyo,Arroz blanco simple,kg,2019-11-01,57.6,7
Cuyo,Fideos secos tipo guisero,500 g,2019-11-01,50.63,31
Cuyo,Harina de trigo común,kg,2019-11-01,38.05,37
Noroeste,Detergente líquido,750 cc,2019-11-01,60.43,28
Noroeste,Harina de trigo común,kg,2019-11-01,37.92,40
Noroeste,Papa,kg,2019-11-01,19.91,76
Noroeste,Huevos de gallina,Docena,2019-11-01,75.15,46
Noroeste,Leche fresca entera sachet,Litro,2019-11-01,54.4,64
Noroeste,Aceite de girasol,"1,5 litros",2019-11-01,134.99,4
Noroeste,Pollo entero,kg,2019-11-01,101.33,82
Noroeste,Carne picada común,kg,2019-11-01,197.11,22
Noroeste,Fideos secos tipo guisero,500 g,2019-11-01,41.38,34
Noroeste,Arroz blanco simple,kg,2019-11-01,53.59,10
Cuyo,Pollo entero,kg,2019-11-01,105.61,79
Noroeste,Azúcar,kg,2019-11-01,35.41,16
Cuyo,Aceite de girasol,"1,5 litros",2019-11-01,126.58,1
Patagonia,Arroz blanco simple,kg,2019-11-01,63.73,12
Cuyo,Huevos de gallina,Docena,2019-11-01,83.74,43
Noroeste,Pan francés,kg,2019-11-01,82.71,70
Patagonia,Lavandina,1.000 cc,2019-11-01,46.98,60
Patagonia,Detergente líquido,750 cc,2019-11-01,102.68,30
Patagonia,Azúcar,kg,2019-11-01,45.89,18
Patagonia,Papa,kg,2019-11-01,38.48,78
Patagonia,Huevos de gallina,Docena,2019-11-01,92.27,48
Patagonia,Leche fresca entera sachet,Litro,2019-11-01,59.57,66
Patagonia,Aceite de girasol,"1,5 litros",2019-11-01,130.87,6
Cuyo,Leche fresca entera sachet,Litro,2019-11-01,57.29,61
Patagonia,Pollo entero,kg,2019-11-01,111.18,84
Patagonia,Fideos secos tipo guisero,500 g,2019-11-01,56.17,36
Patagonia,Harina de trigo común,kg,2019-11-01,42.43,42
Patagonia,Pan francés,kg,2019-11-01,100.59,72
Cuyo,Jabón de tocador,125 g,2019-11-01,39.84,49
Cuyo,Lavandina,1.000 cc,2019-11-01,43.78,55
Cuyo,Detergente líquido,750 cc,2019-11-01,63.84,25
Cuyo,Azúcar,kg,2019-11-01,41.02,13
Cuyo,Papa,kg,2019-11-01,25.1,73
Patagonia,Carne picada común,kg,2019-11-01,229.97,24
Patagonia,Jabón de tocador,125 g,2019-11-01,42.42,54
Noreste,Jabón de tocador,125 g,2019-11-01,36.95,51
Noreste,Detergente líquido,750 cc,2019-11-01,58.33,27
Pampeana,Arroz blanco simple,kg,2019-11-01,58.57,11
Pampeana,Harina de trigo común,kg,2019-11-01,40.22,41
Pampeana,Pan francés,kg,2019-11-01,84.09,71
GBA,Jabón de tocador,125 g,2019-11-01,36.08,50
GBA,Lavandina,1.000 cc,2019-11-01,44.68,56
GBA,Detergente líquido,750 cc,2019-11-01,63.01,26
GBA,Papa,kg,2019-11-01,28.35,74
GBA,Huevos de gallina,Docena,2019-11-01,87.83,44
GBA,Leche fresca entera sachet,Litro,2019-11-01,50.04,62
GBA,Aceite de girasol,"1,5 litros",2019-11-01,130.85,2
GBA,Pollo entero,kg,2019-11-01,101.17,80
GBA,Carne picada común,kg,2019-11-01,168.39,20
GBA,Fideos secos tipo guisero,500 g,2019-11-01,53.09,32
GBA,Arroz blanco simple,kg,2019-11-01,54.75,8
GBA,Harina de trigo común,kg,2019-11-01,39.48,38
GBA,Pan francés,kg,2019-11-01,106.12,68
Noreste,Lavandina,1.000 cc,2019-11-01,43.84,57
Pampeana,Fideos secos tipo guisero,500 g,2019-11-01,48.66,35
Pampeana,Carne picada común,kg,2019-11-01,192.05,23
GBA,Azúcar,kg,2019-11-01,43.12,14
Pampeana,Aceite de girasol,"1,5 litros",2019-11-01,137.7,5
Noreste,Azúcar,kg,2019-11-01,38.6,15
Noreste,Papa,kg,2019-11-01,25.27,75
Noreste,Huevos de gallina,Docena,2019-11-01,73.2,45
Noreste,Leche fresca entera sachet,Litro,2019-11-01,56.73,63
Noreste,Aceite de girasol,"1,5 litros",2019-11-01,136.91,3
Noreste,Pollo entero,kg,2019-11-01,105.78,81
Pampeana,Pollo entero,kg,2019-11-01,105.03,83
Noreste,Fideos secos tipo guisero,500 g,2019-11-01,43.54,33
Noreste,Arroz blanco simple,kg,2019-11-01,54.22,9
Noreste,Carne picada común,kg,2019-11-01,197.39,21
Noreste,Pan francés,kg,2019-11-01,74.73,69
Pampeana,Jabón de tocador,125 g,2019-11-01,38.74,53
Pampeana,Lavandina,1.000 cc,2019-11-01,42.57,59
Pampeana,Detergente líquido,750 cc,2019-11-01,63.46,29
Pampeana,Azúcar,kg,2019-11-01,40.89,17
Pampeana,Papa,kg,2019-11-01,27.26,77
Pampeana,Huevos de gallina,Docena,2019-11-01,83.47,47
Noreste,Harina de trigo común,kg,2019-11-01,38.66,39
Pampeana,Leche fresca entera sachet,Litro,2019-11-01,54.23,65
Noroeste,Lavandina,1.000 cc,2019-12-01,44.89,58
Noroeste,Jabón de tocador,125 g,2019-12-01,38.28,52
Cuyo,Pan francés,kg,2019-12-01,76.21,67
Cuyo,Fideos secos tipo guisero,500 g,2019-12-01,50.9,31
Cuyo,Arroz blanco simple,kg,2019-12-01,58.37,7
Cuyo,Carne picada común,kg,2019-12-01,190.37,19
Cuyo,Harina de trigo común,kg,2019-12-01,38.59,37
Noroeste,Detergente líquido,750 cc,2019-12-01,62.0,28
Noroeste,Arroz blanco simple,kg,2019-12-01,56.04,10
Noroeste,Papa,kg,2019-12-01,19.4,76
Noroeste,Huevos de gallina,Docena,2019-12-01,76.69,46
Noroeste,Leche fresca entera sachet,Litro,2019-12-01,54.17,64
Noroeste,Aceite de girasol,"1,5 litros",2019-12-01,139.34,4
Noroeste,Pollo entero,kg,2019-12-01,104.03,82
Noroeste,Carne picada común,kg,2019-12-01,201.3,22
Noroeste,Fideos secos tipo guisero,500 g,2019-12-01,42.25,34
Cuyo,Pollo entero,kg,2019-12-01,107.87,79
Noroeste,Harina de trigo común,kg,2019-12-01,38.52,40
Noroeste,Azúcar,kg,2019-12-01,37.18,16
Cuyo,Aceite de girasol,"1,5 litros",2019-12-01,130.74,1
Patagonia,Arroz blanco simple,kg,2019-12-01,66.16,12
Cuyo,Huevos de gallina,Docena,2019-12-01,85.6,43
Patagonia,Jabón de tocador,125 g,2019-12-01,44.58,54
Noroeste,Pan francés,kg,2019-12-01,85.79,70
Patagonia,Detergente líquido,750 cc,2019-12-01,106.76,30
Patagonia,Azúcar,kg,2019-12-01,47.91,18
Patagonia,Papa,kg,2019-12-01,38.71,78
Patagonia,Huevos de gallina,Docena,2019-12-01,97.86,48
Patagonia,Leche fresca entera sachet,Litro,2019-12-01,60.99,66
Patagonia,Aceite de girasol,"1,5 litros",2019-12-01,133.15,6
Cuyo,Leche fresca entera sachet,Litro,2019-12-01,58.3,61
Patagonia,Pollo entero,kg,2019-12-01,112.99,84
Patagonia,Fideos secos tipo guisero,500 g,2019-12-01,56.91,36
Patagonia,Harina de trigo común,kg,2019-12-01,43.17,42
Patagonia,Pan francés,kg,2019-12-01,105.31,72
Cuyo,Jabón de tocador,125 g,2019-12-01,40.72,49
Cuyo,Lavandina,1.000 cc,2019-12-01,45.84,55
Cuyo,Detergente líquido,750 cc,2019-12-01,65.69,25
Cuyo,Azúcar,kg,2019-12-01,43.16,13
Cuyo,Papa,kg,2019-12-01,22.76,73
Patagonia,Carne picada común,kg,2019-12-01,238.45,24
Patagonia,Lavandina,1.000 cc,2019-12-01,48.34,60
Noreste,Jabón de tocador,125 g,2019-12-01,38.34,51
Noreste,Detergente líquido,750 cc,2019-12-01,61.06,27
Pampeana,Arroz blanco simple,kg,2019-12-01,61.29,11
Pampeana,Harina de trigo común,kg,2019-12-01,40.63,41
Pampeana,Pan francés,kg,2019-12-01,85.63,71
GBA,Jabón de tocador,125 g,2019-12-01,37.49,50
GBA,Lavandina,1.000 cc,2019-12-01,46.38,56
GBA,Detergente líquido,750 cc,2019-12-01,63.55,26
GBA,Azúcar,kg,2019-12-01,44.18,14
GBA,Papa,kg,2019-12-01,27.6,74
GBA,Huevos de gallina,Docena,2019-12-01,90.9,44
GBA,Leche fresca entera sachet,Litro,2019-12-01,50.98,62
GBA,Aceite de girasol,"1,5 litros",2019-12-01,132.73,2
GBA,Pollo entero,kg,2019-12-01,102.48,80
GBA,Carne picada común,kg,2019-12-01,178.35,20
GBA,Fideos secos tipo guisero,500 g,2019-12-01,53.79,32
GBA,Arroz blanco simple,kg,2019-12-01,57.46,8
GBA,Harina de trigo común,kg,2019-12-01,40.24,38
GBA,Pan francés,kg,2019-12-01,108.02,68
Pampeana,Fideos secos tipo guisero,500 g,2019-12-01,49.18,35
Pampeana,Carne picada común,kg,2019-12-01,198.64,23
Noreste,Lavandina,1.000 cc,2019-12-01,44.22,57
Pampeana,Aceite de girasol,"1,5 litros",2019-12-01,141.13,5
Pampeana,Pollo entero,kg,2019-12-01,107.36,83
Noreste,Azúcar,kg,2019-12-01,40.71,15
Noreste,Papa,kg,2019-12-01,26.86,75
Noreste,Huevos de gallina,Docena,2019-12-01,75.63,45
Noreste,Leche fresca entera sachet,Litro,2019-12-01,57.24,63
Noreste,Aceite de girasol,"1,5 litros",2019-12-01,139.77,3
Noreste,Carne picada común,kg,2019-12-01,206.78,21
Noreste,Fideos secos tipo guisero,500 g,2019-12-01,43.95,33
Noreste,Arroz blanco simple,kg,2019-12-01,56.48,9
Noreste,Pollo entero,kg,2019-12-01,110.64,81
Noreste,Pan francés,kg,2019-12-01,75.17,69
Pampeana,Jabón de tocador,125 g,2019-12-01,39.54,53
Pampeana,Leche fresca entera sachet,Litro,2019-12-01,54.62,65
Pampeana,Lavandina,1.000 cc,2019-12-01,43.63,59
Pampeana,Detergente líquido,750 cc,2019-12-01,64.69,29
Pampeana,Azúcar,kg,2019-12-01,42.84,17
Pampeana,Papa,kg,2019-12-01,27.4,77
Pampeana,Huevos de gallina,Docena,2019-12-01,85.93,47
Noreste,Harina de trigo común,kg,2019-12-01,40.08,39
Noroeste,Jabón de tocador,125 g,2020-01-01,38.92,52
Cuyo,Pan francés,kg,2020-01-01,78.47,67
Cuyo,Carne picada común,kg,2020-01-01,195.46,19
Cuyo,Arroz blanco simple,kg,2020-01-01,65.26,7
Cuyo,Fideos secos tipo guisero,500 g,2020-01-01,53.28,31
Noroeste,Lavandina,1.000 cc,2020-01-01,46.97,58
Cuyo,Harina de trigo común,kg,2020-01-01,40.47,37
Noroeste,Detergente líquido,750 cc,2020-01-01,64.12,28
Noroeste,Arroz blanco simple,kg,2020-01-01,60.44,10
Noroeste,Papa,kg,2020-01-01,23.31,76
Noroeste,Huevos de gallina,Docena,2020-01-01,78.48,46
Noroeste,Leche fresca entera sachet,Litro,2020-01-01,57.59,64
Noroeste,Aceite de girasol,"1,5 litros",2020-01-01,147.41,4
Noroeste,Pollo entero,kg,2020-01-01,106.37,82
Noroeste,Carne picada común,kg,2020-01-01,209.87,22
Noroeste,Fideos secos tipo guisero,500 g,2020-01-01,44.73,34
Cuyo,Pollo entero,kg,2020-01-01,112.19,79
Noroeste,Azúcar,kg,2020-01-01,42.49,16
Cuyo,Aceite de girasol,"1,5 litros",2020-01-01,141.75,1
Patagonia,Arroz blanco simple,kg,2020-01-01,70.15,12
Cuyo,Huevos de gallina,Docena,2020-01-01,89.67,43
Noroeste,Harina de trigo común,kg,2020-01-01,40.4,40
Patagonia,Lavandina,1.000 cc,2020-01-01,50.46,60
Patagonia,Detergente líquido,750 cc,2020-01-01,112.48,30
Patagonia,Azúcar,kg,2020-01-01,55.51,18
Patagonia,Papa,kg,2020-01-01,39.66,78
Patagonia,Huevos de gallina,Docena,2020-01-01,105.86,48
Patagonia,Leche fresca entera sachet,Litro,2020-01-01,62.83,66
Patagonia,Aceite de girasol,"1,5 litros",2020-01-01,145.28,6
Cuyo,Leche fresca entera sachet,Litro,2020-01-01,61.45,61
Patagonia,Pollo entero,kg,2020-01-01,120.01,84
Patagonia,Fideos secos tipo guisero,500 g,2020-01-01,59.26,36
Patagonia,Harina de trigo común,kg,2020-01-01,45.35,42
Patagonia,Pan francés,kg,2020-01-01,111.71,72
Cuyo,Jabón de tocador,125 g,2020-01-01,42.05,49
Cuyo,Lavandina,1.000 cc,2020-01-01,46.44,55
Cuyo,Detergente líquido,750 cc,2020-01-01,66.12,25
Cuyo,Azúcar,kg,2020-01-01,50.43,13
Cuyo,Papa,kg,2020-01-01,24.24,73
Patagonia,Carne picada común,kg,2020-01-01,252.95,24
Noroeste,Pan francés,kg,2020-01-01,86.85,70
Patagonia,Jabón de tocador,125 g,2020-01-01,46.27,54
Noreste,Lavandina,1.000 cc,2020-01-01,46.49,57
Pampeana,Fideos secos tipo guisero,500 g,2020-01-01,52.64,35
Pampeana,Arroz blanco simple,kg,2020-01-01,66.91,11
Pampeana,Harina de trigo común,kg,2020-01-01,42.74,41
Pampeana,Pan francés,kg,2020-01-01,88.32,71
GBA,Jabón de tocador,125 g,2020-01-01,38.79,50
GBA,Lavandina,1.000 cc,2020-01-01,47.36,56
GBA,Detergente líquido,750 cc,2020-01-01,63.3,26
GBA,Azúcar,kg,2020-01-01,50.66,14
Pampeana,Carne picada común,kg,2020-01-01,210.95,23
GBA,Papa,kg,2020-01-01,31.24,74
GBA,Leche fresca entera sachet,Litro,2020-01-01,55.02,62
GBA,Aceite de girasol,"1,5 litros",2020-01-01,144.33,2
GBA,Pollo entero,kg,2020-01-01,107.04,80
GBA,Carne picada común,kg,2020-01-01,202.41,20
GBA,Fideos secos tipo guisero,500 g,2020-01-01,56.92,32
GBA,Arroz blanco simple,kg,2020-01-01,63.84,8
GBA,Harina de trigo común,kg,2020-01-01,42.07,38
GBA,Pan francés,kg,2020-01-01,111.25,68
GBA,Huevos de gallina,Docena,2020-01-01,93.89,44
Pampeana,Pollo entero,kg,2020-01-01,111.42,83
Noreste,Jabón de tocador,125 g,2020-01-01,39.42,51
Pampeana,Leche fresca entera sachet,Litro,2020-01-01,58.1,65
Noreste,Detergente líquido,750 cc,2020-01-01,61.49,27
Noreste,Azúcar,kg,2020-01-01,47.98,15
Noreste,Papa,kg,2020-01-01,30.11,75
Noreste,Huevos de gallina,Docena,2020-01-01,80.62,45
Noreste,Leche fresca entera sachet,Litro,2020-01-01,62.56,63
Pampeana,Aceite de girasol,"1,5 litros",2020-01-01,154.69,5
Noreste,Pollo entero,kg,2020-01-01,111.7,81
