Región,Productos seleccionados,Unidad de medida,Año 2017,,,,,,,,Año 2018,,,,,,,,,,,,,Año 2019,,,,,,,,,,,,,Año 2020,,,,,,,,,,,,,Año 2021,,,,,,,,,,,,,Año 2022,,,,,,,,,,,,,Año 2023,,,,,,,,,,,,,Año 2024,,,,,,,,,,,,,Año 2025,
,,,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero ,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero
,,,Pesos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noreste,Pan francés,kg,28.67,28.99,29.07,29.4,29.38,29.53,29.7,,30.2,31.29,32.86,34.27,38.16,42.71,44.87,46.08,50.9,53.23,53.55,54.25,,55.23,56.22,57.36,58.86,60.08,62.04,63.44,67.43,70.66,71.9,74.73,75.17,,78.48,80.45,81.52,82.17,84.32,85.4,86.74,88.78,89.45,92.31,94.82,97.9,,100.97,106.07,109,112.331404008213,114.5688085,121.504362712247,126.480177249447,127.8507089,131.97,136.27,139.34,143.93,,148.87,156.44,191.25,217.5,234.72,247.96,265.96,283.3,291.73,305.53,323.02,337.72,,349.4,370.39,388.42,423.31,460.03,505.39,531.95,597.68,679.06,723.82,836.98,1059.1,,1214.92,1341.48,1437.55,1502.34,1578.44,1694.9,1759.27,1807.72,1852.04,1850.32,1851.55,1864.6,,1871.61,1887.01
Noreste,Harina de trigo común,kg,11.35,11.05,10.94,11.06,11.1,11.08,11.08,,11.1,11.5,11.76,12.15,15.22,19.35,21.56,22.68,25.71,28.14,28.74,29.42,,29.73,30.56,30.66,31.18,31.49,32.67,34.31,35.44,37.05,37.23,38.66,40.08,,42.74,43.24,43.97,44.4,45.62,46.12,48.96,50.05,50.59,50.43,51.32,52.2,,52.24,53.51,53.82,53.3202544969213,54.86778692,58.2202273626051,59.4236547291461,60.84658468,62.43,62.87,64.08,64.39,,65.78,68.9,78.28,90.44,98.1,102.31,117.83,130.38,147.08,154.98,162.62,171.87,,179.2,191.2,201.45,213.89,225.85,241.83,250.94,273.29,293.75,335.22,385.26,568.74,,721.05,794.28,830.18,855.25,851.35,843.19,871.62,863.22,832.44,842.22,830.06,817.91,,818.36,812.27
Noreste,Arroz blanco simple,kg,19.82,20.32,20.37,20.07,20.32,20.48,20.72,,21.06,21.13,21.47,22.25,22.76,23.51,25.15,26.57,30.63,33.16,35.7,36.61,,38.66,40.84,42.37,43.85,45.7,46.49,46.89,48.72,49.73,50.9,54.22,56.48,,62.02,62.89,66.34,66.75,68.87,79.08,82.51,84.51,86.52,89.88,93.16,95.33,,97.69,102.93,104.27,108.72193638187,110.8460368,113.963326573145,120.685432700585,119.5655513,125.41,125.91,126.67,129.41,,129.45,133.82,134.81,139.6,142.8,147.22,157.13,164.27,172.84,181.55,189.79,193.55,,206.04,228.46,259.24,325.64,397.52,477.92,509.05,573.79,666.64,776.78,1070.2,1525.3,,2116.72,2415.45,2597.94,2654.09,2475.79,2426.49,2417.42,2343.49,2313.25,2280.41,2159.03,2137.68,,2066.19,2072.32
Noreste,Fideos secos tipo guisero,500 g,14.4,14.34,14.57,14.7,15.19,15.25,15.44,,15.39,15.96,16.05,16.61,18.01,19,21.13,22.7,27.05,28.93,30.6,31.23,,32.07,32.79,33.07,35.51,36.73,37.47,38.05,40.17,40.97,41.79,43.54,43.95,,47.89,48.72,49.87,53.87,54.7,50.96,51.69,53.73,52.76,52.86,53.65,54.4,,54.93,56.47,56.54,58.3904840289829,59.31215914,60.1134505228748,60.6281757275907,61.3025729,62.44,64.29,65.33,67.31,,69.98,72.53,78.46,87.45,93.66,101.98,114.42,126.24,141.31,147.82,158.73,167.73,,183.77,192.76,206.29,219.87,239.76,255.72,274.05,310.15,330.53,400.07,532.3,759.52,,924.12,1040.22,1103.07,1100.25,1119.04,1126.18,1136.75,1133.67,1140.12,1133.07,1126.59,1149.99,,1121.63,1121.01
Noreste,Carne picada común,kg,68.67,70.58,72.24,74.83,76.78,76.74,77.08,,78.31,78.49,79.99,82.18,84.27,88.06,89.88,92.44,102.96,108.33,110.18,112.94,,114.72,128.76,138.74,143,145.5,151.78,154.82,161.59,177.44,181.76,197.39,206.78,,216.23,228.49,230.28,241.44,243.06,244.91,245.4,253.45,267.59,273.54,285.65,351.78,,386.21,389.5,401.33,410.252871898197,424.5568629,434.051697487093,446.177981540964,444.1229137,452.52,461.13,489.91,541.4,,557.14,577.13,622.07,654.28,690.51,715.62,751.25,775.3,800.63,827.95,835.54,840.68,,851.59,1022.07,1083.3,1128.32,1156.35,1192.07,1242.52,1582.72,1943.57,2011.61,2337.52,3159,,3650.1,3684.81,3888.17,4011.98,4147.9,4265.82,4355.23,4638.6,4890.49,4986.86,5104.93,5349.84,,5793.9,6127.84
Noreste,Pollo entero,kg,37.3,36.99,37.29,39.05,39.39,38.98,39.33,,41.16,43.41,46.89,46.31,46.03,47.32,47.95,51.22,57.88,61,62,64.73,,65.79,69.61,84.63,92.27,90,89.01,87.02,88.2,94.53,101.21,105.78,110.64,,111.7,111.57,119.67,123.38,116.03,114.66,114.44,116.57,123.99,128.79,133.12,156.36,,177.51,184.07,186.43,184.441472109445,185.6597432,189.17590513976,197.2762587621,199.7650414,207.17,212.79,218.38,230.67,,238.2,248.29,274.33,303.32,329.43,345.35,360.17,378.7,403.74,424.21,432.01,442.14,,455.69,475.59,571.72,738.11,647.21,639.12,647.62,775.01,956.03,1079.46,1265.59,1610.51,,1841.32,2011.32,2234.43,2363.45,2420.73,2389.87,2392.69,2521.39,2678.09,2715.66,2778.68,2909.59,,2899.37,2850.45
Noreste,Aceite de girasol,"1,5 litros",51.08,51.05,53.34,54.33,55.78,58.11,58.89,,58.53,58.98,59.3,60.94,64.55,68.77,75.15,79.2,89.66,93.28,94.93,96.26,,98.97,99.73,100.26,104.43,107.57,111.4,111.83,120.38,129.53,133.82,136.91,139.77,,152.32,159.17,160.16,168.7,163.27,167.09,175.12,175.28,181.85,195.94,215.08,229.66,,251.36,298,302.92,330.104960948538,345.2235775,351.719805924786,366.406645989812,382.8617029,384.81,396.72,392.33,397.36,,403.96,428.26,453.19,528.12,555.53,595.26,704.36,771.59,854.12,909.15,946.15,965.33,,1004.03,1048.33,1081.48,1123.36,1192.42,1213.47,1252.77,1358.07,1472.62,1539.09,1630.94,2445.77,,3175.7,3316.17,3305.35,3281.58,3190.66,3196.42,3148.23,3167.89,3175,3260.54,3396.65,3621.01,,3775.8,3833.95
Noreste,Leche fresca entera sachet,Litro,22.53,23.27,23.25,23.39,23.82,24.25,24.61,,24.43,24.57,24.68,25.32,25.34,25.62,26.08,27.25,29.89,32.18,33.04,34.67,,36.99,39.27,43.09,46.24,48.78,50.29,51.68,54.26,54.79,55.94,56.73,57.24,,62.56,61.57,63.71,64.26,64.56,62.45,63.8,65.11,64.57,65.22,66.72,67.27,,69.35,75.75,84.38,89.8134961360759,91.98751689,96.9983877249021,101.431941909442,105.2589044,108.87,113.22,113.13,114.64,,116.2,124.31,130.82,144.01,151.08,160.71,173.16,187.49,196.37,209.33,221.55,231.52,,244.8,261.88,277.25,302.1,338.47,372.59,391.46,427.9,471.06,503.89,546.64,665.37,,827.62,1018.96,1183.22,1281.48,1287.03,1355.24,1348.78,1430.85,1444.98,1477.15,1523.42,1492.27,,1531.11,1583.04
Noreste,Huevos de gallina,Docena,29.33,29.27,29.27,29.32,29.07,29.36,29.43,,30.01,31.01,37.49,41.01,42.56,43.41,45.43,47.26,50.74,54.08,54.22,54.87,,56.82,58.93,62.67,65.56,66.59,67.45,67.67,68.12,68.96,70.52,73.2,75.63,,80.62,82.35,89.46,93.73,95.1,110.81,118.08,119,116.96,122.6,128.66,134.15,,134.69,133.86,136.18,137.506154856935,137.153506,140.298133080653,145.017212989938,147.9142257,147.72,149.8,149.86,150,,154.58,184.19,224.6,249.99,253.94,258.17,277.72,318.17,333.88,341.87,352.69,356.53,,363.89,427.95,564.27,660.38,710.82,749.97,784.19,866.91,997.94,1065,1143.68,1257.17,,1441.27,1611.16,2003.9,2254.2,2274.91,2355.71,2378.47,2399.05,2443.99,2481.56,2540.8,2576.93,,2567.66,2659.26
Noreste,Papa,kg,13.21,12.56,13.23,13.51,13.6,15.94,15.88,,15.84,15.56,15.29,15.19,15.58,15.53,15.15,15.22,16.02,20.08,23.47,21.47,,20.87,19.81,20.72,20.04,20.65,21.42,22.1,23.76,25.89,25.75,25.27,26.86,,30.11,32.1,33.15,39.53,38.91,38.52,38.75,39.76,40.28,47.89,59.04,63.77,,64.62,61.5,60.48,60.1693719446497,59.10860786,56.8295209432768,54.195591486326,52.62465337,50.95,51.52,54.24,52.48,,55.58,66.47,69.71,71.58,71.18,83.48,88.7,113.74,135.45,199.62,198.79,204.22,,271.11,261.22,242.1,232.38,238.85,299.99,371.24,508.23,569.07,528.28,532.79,650.12,,694.65,744.34,713.93,684.91,669.42,692.6,803.36,1257.61,1320.47,1331.38,1064.86,940.75,,729.45,691.37
Noreste,Azúcar,kg,17.9,17.99,18.01,18.37,18.72,19.21,19.52,,19.84,20.58,21.34,22.25,22.68,23.06,23.23,23.3,24.8,25.79,26.17,25.85,,27.05,28.77,30.36,32.2,33.73,34.98,35.49,36.42,37.11,37.45,38.6,40.71,,47.98,56.86,63.01,64.17,64.37,64.08,63.85,65.66,65.62,65.46,65.83,66.89,,67.67,69.87,69.38,70.0441567198939,70.50437715,72.1292587211555,73.9522005127867,77.93285465,82.8,85.09,86.11,89.14,,91.59,98.6,106.79,117.64,128.63,135.77,166.37,216.06,241.55,251.02,256.94,257.92,,269.87,297.2,342.02,394.36,496.54,613.79,657.83,804.03,936.01,1002.01,1082.99,1218.97,,1330.52,1267.4,1207.84,1166.83,1066.86,1011.13,990.55,995.22,987.88,999.81,978.15,1004.61,,1006.72,1027.58
